t,mu_GeV,g1,g2,g3,alpha1,alpha2,alpha3,alpha1_inv,alpha2_inv,alpha3_inv
3.255295348409e+01,1.251880590668e+16,5.762771554220e-01,5.648047455954e-01,5.534088341781e-01,2.642730904990e-02,2.538556361552e-02,2.437150289013e-02,3.783964527421e+01,3.939246790599e+01,4.103152786711e+01
3.255562785187e+01,1.255233060651e+16,5.762904471028e-01,5.647991870315e-01,5.533942612187e-01,2.642852814180e-02,2.538506395052e-02,2.437021935354e-02,3.783789981169e+01,3.939324328469e+01,4.103368892552e+01
3.255830221964e+01,1.258594508372e+16,5.763037397013e-01,5.647936286273e-01,5.533796894186e-01,2.642974734600e-02,2.538456430479e-02,2.436893595284e-02,3.783615434944e+01,3.939401866398e+01,4.103584998275e+01
3.256097658742e+01,1.261964957871e+16,5.763170332177e-01,5.647880703830e-01,5.533651187774e-01,2.643096666251e-02,2.538406467835e-02,2.436765268801e-02,3.783440888745e+01,3.939479404388e+01,4.103801103878e+01
3.256365095520e+01,1.265344433256e+16,5.763303276521e-01,5.647825122985e-01,5.533505492952e-01,2.643218609135e-02,2.538356507119e-02,2.436636955904e-02,3.783266342572e+01,3.939556942437e+01,4.104017209363e+01
3.256632532297e+01,1.268732958697e+16,5.763436230045e-01,5.647769543738e-01,5.533359809717e-01,2.643340563252e-02,2.538306548330e-02,2.436508656589e-02,3.783091796426e+01,3.939634480547e+01,4.104233314730e+01
3.256899969075e+01,1.272130558430e+16,5.763569192751e-01,5.647713966088e-01,5.533214138068e-01,2.643462528605e-02,2.538256591470e-02,2.436380370855e-02,3.782917250306e+01,3.939712018717e+01,4.104449419978e+01
3.257167405853e+01,1.275537256755e+16,5.763702164639e-01,5.647658390037e-01,5.533068478002e-01,2.643584505196e-02,2.538206636537e-02,2.436252098699e-02,3.782742704213e+01,3.939789556946e+01,4.104665525107e+01
3.257434842630e+01,1.278953078038e+16,5.763835145712e-01,5.647602815582e-01,5.532922829520e-01,2.643706493025e-02,2.538156683532e-02,2.436123840120e-02,3.782568158146e+01,3.939867095236e+01,4.104881630118e+01
3.257702279408e+01,1.282378046710e+16,5.763968135969e-01,5.647547242726e-01,5.532777192619e-01,2.643828492094e-02,2.538106732454e-02,2.435995595115e-02,3.782393612105e+01,3.939944633585e+01,4.105097735010e+01
3.257969716186e+01,1.285812187266e+16,5.764101135412e-01,5.647491671467e-01,5.532631567297e-01,2.643950502406e-02,2.538056783304e-02,2.435867363682e-02,3.782219066091e+01,3.940022171995e+01,4.105313839783e+01
3.258237152963e+01,1.289255524270e+16,5.764234144041e-01,5.647436101805e-01,5.532485953553e-01,2.644072523961e-02,2.538006836081e-02,2.435739145819e-02,3.782044520103e+01,3.940099710464e+01,4.105529944438e+01
3.258504589741e+01,1.292708082347e+16,5.764367161859e-01,5.647380533741e-01,5.532340351386e-01,2.644194556760e-02,2.537956890786e-02,2.435610941524e-02,3.781869974141e+01,3.940177248993e+01,4.105746048975e+01
3.258772026519e+01,1.296169886193e+16,5.764500188866e-01,5.647324967274e-01,5.532194760794e-01,2.644316600807e-02,2.537906947417e-02,2.435482750794e-02,3.781695428206e+01,3.940254787583e+01,4.105962153393e+01
3.259039463297e+01,1.299640960566e+16,5.764633225064e-01,5.647269402405e-01,5.532049181775e-01,2.644438656101e-02,2.537857005976e-02,2.435354573627e-02,3.781520882297e+01,3.940332326232e+01,4.106178257692e+01
3.259306900074e+01,1.303121330292e+16,5.764766270452e-01,5.647213839132e-01,5.531903614328e-01,2.644560722645e-02,2.537807066461e-02,2.435226410022e-02,3.781346336414e+01,3.940409864941e+01,4.106394361873e+01
3.259574336852e+01,1.306611020265e+16,5.764899325033e-01,5.647158277457e-01,5.531758058451e-01,2.644682800441e-02,2.537757128873e-02,2.435098259976e-02,3.781171790558e+01,3.940487403710e+01,4.106610465936e+01
3.259841773630e+01,1.310110055442e+16,5.765032388806e-01,5.647102717378e-01,5.531612514144e-01,2.644804889489e-02,2.537707193212e-02,2.434970123487e-02,3.780997244728e+01,3.940564942539e+01,4.106826569880e+01
3.260109210407e+01,1.313618460851e+16,5.765165461775e-01,5.647047158897e-01,5.531466981403e-01,2.644926989792e-02,2.537657259477e-02,2.434842000553e-02,3.780822698924e+01,3.940642481428e+01,4.107042673705e+01
3.260376647185e+01,1.317136261584e+16,5.765298543939e-01,5.646991602012e-01,5.531321460228e-01,2.645049101350e-02,2.537607327669e-02,2.434713891171e-02,3.780648153146e+01,3.940720020377e+01,4.107258777412e+01
3.260644083963e+01,1.320663482800e+16,5.765431635299e-01,5.646936046725e-01,5.531175950618e-01,2.645171224166e-02,2.537557397787e-02,2.434585795340e-02,3.780473607395e+01,3.940797559386e+01,4.107474881001e+01
3.260911520740e+01,1.324200149729e+16,5.765564735857e-01,5.646880493033e-01,5.531030452570e-01,2.645293358241e-02,2.537507469831e-02,2.434457713057e-02,3.780299061670e+01,3.940875098455e+01,4.107690984471e+01
3.261178957518e+01,1.327746287665e+16,5.765697845614e-01,5.646824940939e-01,5.530884966083e-01,2.645415503576e-02,2.537457543801e-02,2.434329644320e-02,3.780124515971e+01,3.940952637583e+01,4.107907087823e+01
3.261446394296e+01,1.331301921970e+16,5.765830964570e-01,5.646769390441e-01,5.530739491156e-01,2.645537660174e-02,2.537407619698e-02,2.434201589127e-02,3.779949970299e+01,3.941030176772e+01,4.108123191057e+01
3.261713831074e+01,1.334867078076e+16,5.765964092727e-01,5.646713841540e-01,5.530594027787e-01,2.645659828035e-02,2.537357697520e-02,2.434073547476e-02,3.779775424653e+01,3.941107716020e+01,4.108339294172e+01
3.261981267851e+01,1.338441781481e+16,5.766097230086e-01,5.646658294235e-01,5.530448575974e-01,2.645782007162e-02,2.537307777268e-02,2.433945519365e-02,3.779600879033e+01,3.941185255328e+01,4.108555397169e+01
3.262248704629e+01,1.342026057753e+16,5.766230376648e-01,5.646602748526e-01,5.530303135717e-01,2.645904197556e-02,2.537257858942e-02,2.433817504791e-02,3.779426333439e+01,3.941262794696e+01,4.108771500047e+01
3.262516141407e+01,1.345619932527e+16,5.766363532413e-01,5.646547204414e-01,5.530157707012e-01,2.646026399218e-02,2.537207942542e-02,2.433689503752e-02,3.779251787872e+01,3.941340334124e+01,4.108987602807e+01
3.262783578184e+01,1.349223431508e+16,5.766496697384e-01,5.646491661898e-01,5.530012289860e-01,2.646148612150e-02,2.537158028067e-02,2.433561516247e-02,3.779077242331e+01,3.941417873612e+01,4.109203705449e+01
3.263051014962e+01,1.352836580468e+16,5.766629871561e-01,5.646436120978e-01,5.529866884258e-01,2.646270836353e-02,2.537108115517e-02,2.433433542273e-02,3.778902696816e+01,3.941495413160e+01,4.109419807972e+01
3.263318451740e+01,1.356459405250e+16,5.766763054945e-01,5.646380581654e-01,5.529721490205e-01,2.646393071830e-02,2.537058204892e-02,2.433305581828e-02,3.778728151327e+01,3.941572952767e+01,4.109635910377e+01
3.263585888517e+01,1.360091931765e+16,5.766896247538e-01,5.646325043926e-01,5.529576107699e-01,2.646515318581e-02,2.537008296193e-02,2.433177634909e-02,3.778553605865e+01,3.941650492434e+01,4.109852012664e+01
3.263853325295e+01,1.363734185994e+16,5.767029449339e-01,5.646269507794e-01,5.529430736739e-01,2.646637576608e-02,2.536958389419e-02,2.433049701515e-02,3.778379060429e+01,3.941728032162e+01,4.110068114832e+01
3.264120762073e+01,1.367386193987e+16,5.767162660351e-01,5.646213973258e-01,5.529285377323e-01,2.646759845913e-02,2.536908484570e-02,2.432921781644e-02,3.778204515019e+01,3.941805571948e+01,4.110284216882e+01
3.264388198850e+01,1.371047981864e+16,5.767295880575e-01,5.646158440318e-01,5.529140029450e-01,2.646882126498e-02,2.536858581645e-02,2.432793875293e-02,3.778029969635e+01,3.941883111795e+01,4.110500318814e+01
3.264655635628e+01,1.374719575815e+16,5.767429110011e-01,5.646102908973e-01,5.528994693118e-01,2.647004418363e-02,2.536808680645e-02,2.432665982460e-02,3.777855424277e+01,3.941960651702e+01,4.110716420628e+01
3.264923072406e+01,1.378401002101e+16,5.767562348660e-01,5.646047379224e-01,5.528849368326e-01,2.647126721511e-02,2.536758781570e-02,2.432538103143e-02,3.777680878946e+01,3.942038191668e+01,4.110932522323e+01
3.265190509184e+01,1.382092287051e+16,5.767695596525e-01,5.645991851071e-01,5.528704055072e-01,2.647249035943e-02,2.536708884420e-02,2.432410237339e-02,3.777506333641e+01,3.942115731694e+01,4.111148623901e+01
3.265457945961e+01,1.385793457068e+16,5.767828853605e-01,5.645936324513e-01,5.528558753354e-01,2.647371361661e-02,2.536658989194e-02,2.432282385048e-02,3.777331788362e+01,3.942193271780e+01,4.111364725360e+01
3.265725382739e+01,1.389504538621e+16,5.767962119901e-01,5.645880799550e-01,5.528413463172e-01,2.647493698666e-02,2.536609095892e-02,2.432154546266e-02,3.777157243109e+01,3.942270811926e+01,4.111580826700e+01
3.265992819517e+01,1.393225558255e+16,5.768095395416e-01,5.645825276183e-01,5.528268184523e-01,2.647616046959e-02,2.536559204514e-02,2.432026720992e-02,3.776982697882e+01,3.942348352131e+01,4.111796927923e+01
3.266260256294e+01,1.396956542582e+16,5.768228680149e-01,5.645769754411e-01,5.528122917405e-01,2.647738406543e-02,2.536509315061e-02,2.431898909222e-02,3.776808152681e+01,3.942425892397e+01,4.112013029028e+01
3.266527693072e+01,1.400697518288e+16,5.768361974102e-01,5.645714234235e-01,5.527977661819e-01,2.647860777419e-02,2.536459427531e-02,2.431771110956e-02,3.776633607507e+01,3.942503432722e+01,4.112229130014e+01
3.266795129850e+01,1.404448512129e+16,5.768495277277e-01,5.645658715653e-01,5.527832417761e-01,2.647983159588e-02,2.536409541925e-02,2.431643326191e-02,3.776459062359e+01,3.942580973107e+01,4.112445230882e+01
3.267062566627e+01,1.408209550933e+16,5.768628589673e-01,5.645603198667e-01,5.527687185231e-01,2.648105553052e-02,2.536359658243e-02,2.431515554925e-02,3.776284517237e+01,3.942658513551e+01,4.112661331632e+01
3.267330003405e+01,1.411980661600e+16,5.768761911293e-01,5.645547683275e-01,5.527541964226e-01,2.648227957813e-02,2.536309776485e-02,2.431387797155e-02,3.776109972141e+01,3.942736054055e+01,4.112877432264e+01
3.267597440183e+01,1.415761871102e+16,5.768895242137e-01,5.645492169478e-01,5.527396754746e-01,2.648350373872e-02,2.536259896650e-02,2.431260052880e-02,3.775935427071e+01,3.942813594619e+01,4.113093532777e+01
3.267864876961e+01,1.419553206483e+16,5.769028582206e-01,5.645436657277e-01,5.527251556788e-01,2.648472801231e-02,2.536210018739e-02,2.431132322097e-02,3.775760882028e+01,3.942891135243e+01,4.113309633173e+01
3.268132313738e+01,1.423354694859e+16,5.769161931502e-01,5.645381146670e-01,5.527106370352e-01,2.648595239890e-02,2.536160142751e-02,2.431004604804e-02,3.775586337010e+01,3.942968675927e+01,4.113525733451e+01
3.268399750516e+01,1.427166363420e+16,5.769295290025e-01,5.645325637657e-01,5.526961195436e-01,2.648717689853e-02,2.536110268686e-02,2.430876901000e-02,3.775411792019e+01,3.943046216670e+01,4.113741833610e+01
3.268667187294e+01,1.430988239428e+16,5.769428657777e-01,5.645270130240e-01,5.526816032037e-01,2.648840151120e-02,2.536060396544e-02,2.430749210681e-02,3.775237247053e+01,3.943123757473e+01,4.113957933651e+01
3.268934624071e+01,1.434820350218e+16,5.769562034758e-01,5.645214624417e-01,5.526670880156e-01,2.648962623694e-02,2.536010526326e-02,2.430621533847e-02,3.775062702114e+01,3.943201298335e+01,4.114174033575e+01
3.269202060849e+01,1.438662723197e+16,5.769695420970e-01,5.645159120188e-01,5.526525739789e-01,2.649085107574e-02,2.535960658030e-02,2.430493870494e-02,3.774888157201e+01,3.943278839258e+01,4.114390133380e+01
3.269469497627e+01,1.442515385848e+16,5.769828816413e-01,5.645103617554e-01,5.526380610936e-01,2.649207602764e-02,2.535910791657e-02,2.430366220620e-02,3.774713612314e+01,3.943356380240e+01,4.114606233067e+01
3.269736934404e+01,1.446378365726e+16,5.769962221090e-01,5.645048116514e-01,5.526235493595e-01,2.649330109265e-02,2.535860927207e-02,2.430238584224e-02,3.774539067453e+01,3.943433921281e+01,4.114822332637e+01
3.270004371182e+01,1.450251690459e+16,5.770095635000e-01,5.644992617068e-01,5.526090387765e-01,2.649452627078e-02,2.535811064679e-02,2.430110961303e-02,3.774364522618e+01,3.943511462383e+01,4.115038432088e+01
3.270271807960e+01,1.454135387751e+16,5.770229058145e-01,5.644937119217e-01,5.525945293444e-01,2.649575156204e-02,2.535761204074e-02,2.429983351855e-02,3.774189977810e+01,3.943589003544e+01,4.115254531421e+01
3.270539244737e+01,1.458029485379e+16,5.770362490526e-01,5.644881622959e-01,5.525800210630e-01,2.649697696646e-02,2.535711345391e-02,2.429855755878e-02,3.774015433027e+01,3.943666544765e+01,4.115470630636e+01
3.270806681515e+01,1.461934011195e+16,5.770495932145e-01,5.644826128296e-01,5.525655139323e-01,2.649820248405e-02,2.535661488631e-02,2.429728173370e-02,3.773840888271e+01,3.943744086045e+01,4.115686729734e+01
3.271074118293e+01,1.465848993124e+16,5.770629383001e-01,5.644770635227e-01,5.525510079519e-01,2.649942811483e-02,2.535611633793e-02,2.429600604329e-02,3.773666343540e+01,3.943821627385e+01,4.115902828713e+01
3.271341555071e+01,1.469774459167e+16,5.770762843097e-01,5.644715143751e-01,5.525365031219e-01,2.650065385881e-02,2.535561780876e-02,2.429473048752e-02,3.773491798836e+01,3.943899168785e+01,4.116118927574e+01
3.271608991848e+01,1.473710437401e+16,5.770896312433e-01,5.644659653870e-01,5.525219994420e-01,2.650187971600e-02,2.535511929882e-02,2.429345506638e-02,3.773317254157e+01,3.943976710244e+01,4.116335026318e+01
3.271876428626e+01,1.477656955976e+16,5.771029791010e-01,5.644604165582e-01,5.525074969121e-01,2.650310568643e-02,2.535462080809e-02,2.429217977983e-02,3.773142709505e+01,3.944054251763e+01,4.116551124943e+01
3.272143865404e+01,1.481614043119e+16,5.771163278830e-01,5.644548678888e-01,5.524929955320e-01,2.650433177011e-02,2.535412233658e-02,2.429090462787e-02,3.772968164879e+01,3.944131793342e+01,4.116767223451e+01
3.272411302181e+01,1.485581727132e+16,5.771296775893e-01,5.644493193787e-01,5.524784953016e-01,2.650555796705e-02,2.535362388429e-02,2.428962961047e-02,3.772793620278e+01,3.944209334980e+01,4.116983321841e+01
3.272678738959e+01,1.489560036393e+16,5.771430282201e-01,5.644437710280e-01,5.524639962207e-01,2.650678427727e-02,2.535312545122e-02,2.428835472761e-02,3.772619075704e+01,3.944286876678e+01,4.117199420112e+01
3.272946175737e+01,1.493548999356e+16,5.771563797754e-01,5.644382228367e-01,5.524494982892e-01,2.650801070079e-02,2.535262703735e-02,2.428707997926e-02,3.772444531156e+01,3.944364418435e+01,4.117415518266e+01
3.273213612514e+01,1.497548644550e+16,5.771697322554e-01,5.644326748047e-01,5.524350015070e-01,2.650923723761e-02,2.535212864270e-02,2.428580536542e-02,3.772269986634e+01,3.944441960252e+01,4.117631616302e+01
3.273481049292e+01,1.501559000583e+16,5.771830856602e-01,5.644271269320e-01,5.524205058738e-01,2.651046388777e-02,2.535163026727e-02,2.428453088604e-02,3.772095442138e+01,3.944519502129e+01,4.117847714221e+01
3.273748486070e+01,1.505580096137e+16,5.771964399899e-01,5.644215792186e-01,5.524060113895e-01,2.651169065127e-02,2.535113191104e-02,2.428325654112e-02,3.771920897667e+01,3.944597044065e+01,4.118063812021e+01
3.274015922848e+01,1.509611959972e+16,5.772097952446e-01,5.644160316646e-01,5.523915180540e-01,2.651291752812e-02,2.535063357402e-02,2.428198233063e-02,3.771746353223e+01,3.944674586061e+01,4.118279909704e+01
3.274283359625e+01,1.513654620925e+16,5.772231514244e-01,5.644104842699e-01,5.523770258671e-01,2.651414451835e-02,2.535013525622e-02,2.428070825455e-02,3.771571808805e+01,3.944752128117e+01,4.118496007268e+01
3.274550796403e+01,1.517708107910e+16,5.772365085294e-01,5.644049370344e-01,5.523625348287e-01,2.651537162197e-02,2.534963695761e-02,2.427943431286e-02,3.771397264413e+01,3.944829670232e+01,4.118712104715e+01
3.274818233181e+01,1.521772449919e+16,5.772498665597e-01,5.643993899583e-01,5.523480449385e-01,2.651659883900e-02,2.534913867822e-02,2.427816050553e-02,3.771222720047e+01,3.944907212406e+01,4.118928202044e+01
3.275085669958e+01,1.525847676021e+16,5.772632255154e-01,5.643938430415e-01,5.523335561966e-01,2.651782616945e-02,2.534864041803e-02,2.427688683256e-02,3.771048175706e+01,3.944984754640e+01,4.119144299256e+01
3.275353106736e+01,1.529933815362e+16,5.772765853967e-01,5.643882962839e-01,5.523190686026e-01,2.651905361333e-02,2.534814217705e-02,2.427561329390e-02,3.770873631392e+01,3.945062296934e+01,4.119360396349e+01
3.275620543514e+01,1.534030897169e+16,5.772899462036e-01,5.643827496856e-01,5.523045821565e-01,2.652028117067e-02,2.534764395527e-02,2.427433988956e-02,3.770699087104e+01,3.945139839287e+01,4.119576493325e+01
3.275887980291e+01,1.538138950743e+16,5.773033079362e-01,5.643772032466e-01,5.522900968581e-01,2.652150884148e-02,2.534714575269e-02,2.427306661949e-02,3.770524542842e+01,3.945217381700e+01,4.119792590183e+01
3.276155417069e+01,1.542258005468e+16,5.773166705947e-01,5.643716569669e-01,5.522756127073e-01,2.652273662578e-02,2.534664756931e-02,2.427179348368e-02,3.770349998605e+01,3.945294924173e+01,4.120008686924e+01
3.276422853847e+01,1.546388090804e+16,5.773300341791e-01,5.643661108464e-01,5.522611297038e-01,2.652396452357e-02,2.534614940514e-02,2.427052048212e-02,3.770175454395e+01,3.945372466704e+01,4.120224783546e+01
3.276690290624e+01,1.550529236289e+16,5.773433986897e-01,5.643605648851e-01,5.522466478476e-01,2.652519253488e-02,2.534565126016e-02,2.426924761477e-02,3.770000910210e+01,3.945450009296e+01,4.120440880051e+01
3.276957727402e+01,1.554681471543e+16,5.773567641264e-01,5.643550190831e-01,5.522321671385e-01,2.652642065972e-02,2.534515313438e-02,2.426797488162e-02,3.769826366052e+01,3.945527551947e+01,4.120656976439e+01
3.277225164180e+01,1.558844826264e+16,5.773701304893e-01,5.643494734403e-01,5.522176875763e-01,2.652764889811e-02,2.534465502780e-02,2.426670228265e-02,3.769651821919e+01,3.945605094657e+01,4.120873072708e+01
3.277492600958e+01,1.563019330228e+16,5.773834977787e-01,5.643439279568e-01,5.522032091609e-01,2.652887725007e-02,2.534415694041e-02,2.426542981783e-02,3.769477277813e+01,3.945682637427e+01,4.121089168860e+01
3.277760037735e+01,1.567205013292e+16,5.773968659946e-01,5.643383826324e-01,5.521887318921e-01,2.653010571560e-02,2.534365887222e-02,2.426415748715e-02,3.769302733732e+01,3.945760180257e+01,4.121305264894e+01
3.278027474513e+01,1.571401905395e+16,5.774102351370e-01,5.643328374673e-01,5.521742557699e-01,2.653133429473e-02,2.534316082322e-02,2.426288529057e-02,3.769128189677e+01,3.945837723146e+01,4.121521360811e+01
3.278294911291e+01,1.575610036552e+16,5.774236052062e-01,5.643272924613e-01,5.521597807939e-01,2.653256298747e-02,2.534266279341e-02,2.426161322809e-02,3.768953645648e+01,3.945915266094e+01,4.121737456610e+01
3.278562348068e+01,1.579829436863e+16,5.774369762022e-01,5.643217476146e-01,5.521453069642e-01,2.653379179383e-02,2.534216478280e-02,2.426034129968e-02,3.768779101645e+01,3.945992809102e+01,4.121953552291e+01
3.278829784846e+01,1.584060136503e+16,5.774503481251e-01,5.643162029271e-01,5.521308342805e-01,2.653502071384e-02,2.534166679138e-02,2.425906950531e-02,3.768604557668e+01,3.946070352169e+01,4.122169647855e+01
3.279097221624e+01,1.588302165734e+16,5.774637209751e-01,5.643106583987e-01,5.521163627426e-01,2.653624974751e-02,2.534116881914e-02,2.425779784497e-02,3.768430013717e+01,3.946147895296e+01,4.122385743301e+01
3.279364658401e+01,1.592555554894e+16,5.774770947522e-01,5.643051140295e-01,5.521018923505e-01,2.653747889485e-02,2.534067086610e-02,2.425652631864e-02,3.768255469791e+01,3.946225438483e+01,4.122601838630e+01
3.279632095179e+01,1.596820334406e+16,5.774904694566e-01,5.642995698195e-01,5.520874231040e-01,2.653870815589e-02,2.534017293224e-02,2.425525492629e-02,3.768080925892e+01,3.946302981728e+01,4.122817933841e+01
3.279899531957e+01,1.601096534771e+16,5.775038450883e-01,5.642940257686e-01,5.520729550028e-01,2.653993753062e-02,2.533967501757e-02,2.425398366791e-02,3.767906382018e+01,3.946380525034e+01,4.123034028934e+01
3.280166968735e+01,1.605384186575e+16,5.775172216475e-01,5.642884818769e-01,5.520584880470e-01,2.654116701908e-02,2.533917712208e-02,2.425271254347e-02,3.767731838170e+01,3.946458068398e+01,4.123250123910e+01
3.280434405512e+01,1.609683320484e+16,5.775305991342e-01,5.642829381443e-01,5.520440222363e-01,2.654239662128e-02,2.533867924578e-02,2.425144155295e-02,3.767557294349e+01,3.946535611822e+01,4.123466218768e+01
3.280701842290e+01,1.613993967245e+16,5.775439775487e-01,5.642773945709e-01,5.520295575705e-01,2.654362633723e-02,2.533818138866e-02,2.425017069632e-02,3.767382750553e+01,3.946613155306e+01,4.123682313509e+01
3.280969279068e+01,1.618316157691e+16,5.775573568909e-01,5.642718511566e-01,5.520150940495e-01,2.654485616695e-02,2.533768355072e-02,2.424889997358e-02,3.767208206782e+01,3.946690698849e+01,4.123898408132e+01
3.281236715845e+01,1.622649922734e+16,5.775707371610e-01,5.642663079014e-01,5.520006316733e-01,2.654608611046e-02,2.533718573196e-02,2.424762938469e-02,3.767033663038e+01,3.946768242451e+01,4.124114502638e+01
3.281504152623e+01,1.626995293370e+16,5.775841183591e-01,5.642607648054e-01,5.519861704415e-01,2.654731616776e-02,2.533668793239e-02,2.424635892964e-02,3.766859119320e+01,3.946845786113e+01,4.124330597026e+01
3.281771589401e+01,1.631352300679e+16,5.775975004853e-01,5.642552218684e-01,5.519717103541e-01,2.654854633889e-02,2.533619015199e-02,2.424508860840e-02,3.766684575627e+01,3.946923329834e+01,4.124546691297e+01
3.282039026178e+01,1.635720975823e+16,5.776108835398e-01,5.642496790906e-01,5.519572514109e-01,2.654977662384e-02,2.533569239077e-02,2.424381842096e-02,3.766510031960e+01,3.947000873615e+01,4.124762785450e+01
3.282306462956e+01,1.640101350048e+16,5.776242675226e-01,5.642441364718e-01,5.519427936117e-01,2.655100702264e-02,2.533519464872e-02,2.424254836729e-02,3.766335488319e+01,3.947078417455e+01,4.124978879486e+01
3.282573899734e+01,1.644493454683e+16,5.776376524338e-01,5.642385940121e-01,5.519283369565e-01,2.655223753531e-02,2.533469692586e-02,2.424127844737e-02,3.766160944704e+01,3.947155961354e+01,4.125194973405e+01
3.282841336511e+01,1.648897321142e+16,5.776510382736e-01,5.642330517115e-01,5.519138814450e-01,2.655346816186e-02,2.533419922216e-02,2.424000866118e-02,3.765986401115e+01,3.947233505313e+01,4.125411067206e+01
3.283108773289e+01,1.653312980923e+16,5.776644250420e-01,5.642275095700e-01,5.518994270771e-01,2.655469890230e-02,2.533370153764e-02,2.423873900870e-02,3.765811857551e+01,3.947311049331e+01,4.125627160889e+01
3.283376210067e+01,1.657740465606e+16,5.776778127391e-01,5.642219675876e-01,5.518849738527e-01,2.655592975666e-02,2.533320387230e-02,2.423746948991e-02,3.765637314014e+01,3.947388593409e+01,4.125843254455e+01
3.283643646845e+01,1.662179806860e+16,5.776912013652e-01,5.642164257642e-01,5.518705217716e-01,2.655716072494e-02,2.533270622612e-02,2.423620010478e-02,3.765462770502e+01,3.947466137546e+01,4.126059347904e+01
3.283911083622e+01,1.666631036434e+16,5.777045909202e-01,5.642108840998e-01,5.518560708336e-01,2.655839180717e-02,2.533220859911e-02,2.423493085330e-02,3.765288227016e+01,3.947543681742e+01,4.126275441236e+01
3.284178520400e+01,1.671094186166e+16,5.777179814043e-01,5.642053425945e-01,5.518416210386e-01,2.655962300336e-02,2.533171099128e-02,2.423366173544e-02,3.765113683555e+01,3.947621225997e+01,4.126491534450e+01
3.284445957178e+01,1.675569287976e+16,5.777313728176e-01,5.641998012483e-01,5.518271723865e-01,2.656085431352e-02,2.533121340261e-02,2.423239275118e-02,3.764939140121e+01,3.947698770312e+01,4.126707627546e+01
3.284713393955e+01,1.680056373873e+16,5.777447651601e-01,5.641942600611e-01,5.518127248770e-01,2.656208573767e-02,2.533071583311e-02,2.423112390051e-02,3.764764596712e+01,3.947776314687e+01,4.126923720526e+01
3.284980830733e+01,1.684555475948e+16,5.777581584321e-01,5.641887190328e-01,5.517982785102e-01,2.656331727583e-02,2.533021828277e-02,2.422985518339e-02,3.764590053329e+01,3.947853859120e+01,4.127139813388e+01
3.285248267511e+01,1.689066626380e+16,5.777715526336e-01,5.641831781637e-01,5.517838332857e-01,2.656454892801e-02,2.532972075160e-02,2.422858659982e-02,3.764415509971e+01,3.947931403613e+01,4.127355906132e+01
3.285515704288e+01,1.693589857434e+16,5.777849477647e-01,5.641776374535e-01,5.517693892034e-01,2.656578069423e-02,2.532922323959e-02,2.422731814976e-02,3.764240966640e+01,3.948008948165e+01,4.127571998760e+01
3.285783141066e+01,1.698125201462e+16,5.777983438256e-01,5.641720969023e-01,5.517549462632e-01,2.656701257451e-02,2.532872574675e-02,2.422604983320e-02,3.764066423334e+01,3.948086492777e+01,4.127788091270e+01
3.286050577844e+01,1.702672690902e+16,5.778117408163e-01,5.641665565101e-01,5.517405044650e-01,2.656824456885e-02,2.532822827307e-02,2.422478165012e-02,3.763891880054e+01,3.948164037448e+01,4.128004183663e+01
3.286318014621e+01,1.707232358277e+16,5.778251387369e-01,5.641610162769e-01,5.517260638086e-01,2.656947667729e-02,2.532773081855e-02,2.422351360049e-02,3.763717336800e+01,3.948241582178e+01,4.128220275938e+01
3.286585451399e+01,1.711804236200e+16,5.778385375876e-01,5.641554762027e-01,5.517116242938e-01,2.657070889982e-02,2.532723338318e-02,2.422224568429e-02,3.763542793571e+01,3.948319126968e+01,4.128436368096e+01
3.286852888177e+01,1.716388357371e+16,5.778519373685e-01,5.641499362874e-01,5.516971859205e-01,2.657194123647e-02,2.532673596698e-02,2.422097790151e-02,3.763368250368e+01,3.948396671816e+01,4.128652460137e+01
3.287120324955e+01,1.720984754575e+16,5.778653380796e-01,5.641443965311e-01,5.516827486885e-01,2.657317368726e-02,2.532623856994e-02,2.421971025212e-02,3.763193707191e+01,3.948474216724e+01,4.128868552061e+01
3.287387761732e+01,1.725593460688e+16,5.778787397211e-01,5.641388569338e-01,5.516683125977e-01,2.657440625220e-02,2.532574119205e-02,2.421844273610e-02,3.763019164040e+01,3.948551761692e+01,4.129084643867e+01
3.287655198510e+01,1.730214508672e+16,5.778921422931e-01,5.641333174954e-01,5.516538776480e-01,2.657563893130e-02,2.532524383331e-02,2.421717535342e-02,3.762844620914e+01,3.948629306718e+01,4.129300735557e+01
3.287922635288e+01,1.734847931578e+16,5.779055457957e-01,5.641277782160e-01,5.516394438391e-01,2.657687172458e-02,2.532474649373e-02,2.421590810408e-02,3.762670077814e+01,3.948706851804e+01,4.129516827129e+01
3.288190072065e+01,1.739493762546e+16,5.779189502290e-01,5.641222390955e-01,5.516250111710e-01,2.657810463207e-02,2.532424917330e-02,2.421464098804e-02,3.762495534740e+01,3.948784396949e+01,4.129732918584e+01
3.288457508843e+01,1.744152034803e+16,5.779323555931e-01,5.641167001339e-01,5.516105796434e-01,2.657933765376e-02,2.532375187203e-02,2.421337400529e-02,3.762320991691e+01,3.948861942154e+01,4.129949009921e+01
3.288724945621e+01,1.748822781666e+16,5.779457618881e-01,5.641111613313e-01,5.515961492563e-01,2.658057078969e-02,2.532325458991e-02,2.421210715580e-02,3.762146448669e+01,3.948939487417e+01,4.130165101142e+01
